time_slot_s,scenario,slice_type,ue_count,traffic_load_mbps,rsrp_dbm,sinr_db,prb_demanded,tx_power_dbm,conflict_flag,conflict_type,rdl_action,sla_met
23.76,baseline,eMBB,34,99.85,-100.39,24.54,64,36.38,0,NONE,NONE_UNMANAGED,1
23.76,rdl_phase1,eMBB,26,61.05,-83.75,5.68,57,31.43,0,NONE,ALLOW_REGULAR,1
23.96,baseline,mMTC,34,74.25,-94.66,4.9,110,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
23.96,rdl_phase1,mMTC,26,48.97,-76.77,2.74,89,36.79,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
24.16,baseline,URLLC,26,49.76,-83.29,15.2,185,33.14,0,NONE,NONE_UNMANAGED,1
24.16,rdl_phase1,URLLC,23,39.97,-106.03,18.92,177,35.18,0,NONE,ALLOW_REGULAR,1
24.36,baseline,eMBB,32,29.42,-82.88,18.19,104,43.0,0,NONE,NONE_UNMANAGED,1
24.36,rdl_phase1,eMBB,24,75.52,-75.05,6.6,84,38.53,0,NONE,ALLOW_REGULAR,1
24.56,baseline,mMTC,29,33.81,-85.03,24.94,257,43.0,0,NONE,NONE_UNMANAGED,1
24.56,rdl_phase1,mMTC,25,73.43,-85.17,14.65,124,38.91,0,NONE,ALLOW_REGULAR,1
24.77,baseline,URLLC,20,76.94,-77.54,16.67,253,32.24,1,DIRECT_PRB,NONE_UNMANAGED,0
24.77,rdl_phase1,URLLC,21,83.37,-101.71,13.36,142,35.54,0,NONE,ALLOW_REGULAR,1
24.97,baseline,eMBB,26,57.39,-75.59,4.98,72,33.98,1,POWER_OVERLOAD,NONE_UNMANAGED,0
24.97,rdl_phase1,eMBB,30,62.06,-83.08,20.94,68,31.25,0,NONE,ALLOW_REGULAR,1
25.17,baseline,mMTC,25,71.39,-94.25,17.64,138,38.29,0,NONE,NONE_UNMANAGED,1
25.17,rdl_phase1,mMTC,32,71.18,-103.63,24.22,160,35.03,0,NONE,ALLOW_REGULAR,1
25.37,baseline,URLLC,16,86.51,-91.87,8.99,91,37.09,0,NONE,NONE_UNMANAGED,1
25.37,rdl_phase1,URLLC,26,95.8,-91.84,8.53,70,32.51,0,NONE,ALLOW_REGULAR,1
25.57,baseline,eMBB,32,41.96,-88.12,16.13,73,43.0,0,NONE,NONE_UNMANAGED,1
25.57,rdl_phase1,eMBB,20,67.34,-89.68,5.94,209,37.21,1,DIRECT_PRB,QOS_BOOST_URLLC,1
25.77,baseline,mMTC,34,47.01,-77.66,2.95,271,30.45,1,DIRECT_PRB,NONE_UNMANAGED,0
25.77,rdl_phase1,mMTC,33,41.17,-102.62,15.16,208,36.39,0,NONE,ALLOW_REGULAR,1
25.97,baseline,URLLC,30,91.12,-90.9,16.76,127,38.05,0,NONE,NONE_UNMANAGED,1
25.97,rdl_phase1,URLLC,27,43.79,-107.45,3.38,162,34.16,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
26.17,baseline,eMBB,29,36.32,-88.77,9.19,233,39.88,0,NONE,NONE_UNMANAGED,1
26.17,rdl_phase1,eMBB,26,98.03,-105.42,10.52,193,31.06,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
26.38,baseline,mMTC,22,57.32,-100.64,7.7,74,39.45,0,NONE,NONE_UNMANAGED,1
26.38,rdl_phase1,mMTC,34,53.45,-76.31,22.75,258,33.27,0,NONE,ALLOW_REGULAR,1
26.58,baseline,URLLC,33,77.69,-103.36,5.66,181,38.79,1,POWER_OVERLOAD,NONE_UNMANAGED,0
26.58,rdl_phase1,URLLC,30,21.85,-76.92,13.63,111,32.15,0,NONE,ALLOW_REGULAR,1
26.78,baseline,eMBB,26,23.89,-100.15,15.74,265,43.0,0,NONE,NONE_UNMANAGED,1
26.78,rdl_phase1,eMBB,30,42.86,-109.71,4.47,84,38.82,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
26.98,baseline,mMTC,26,81.11,-97.19,11.21,195,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
26.98,rdl_phase1,mMTC,26,64.26,-107.43,13.6,245,35.5,1,DIRECT_PRB,QOS_BOOST_URLLC,1
27.18,baseline,URLLC,34,74.43,-105.84,24.43,150,39.87,0,NONE,NONE_UNMANAGED,1
27.18,rdl_phase1,URLLC,32,95.12,-83.58,6.58,180,34.01,0,NONE,ALLOW_REGULAR,1
27.38,baseline,eMBB,16,23.62,-105.2,9.66,171,43.0,0,NONE,NONE_UNMANAGED,1
27.38,rdl_phase1,eMBB,19,68.5,-91.96,9.54,206,33.19,1,DIRECT_PRB,QOS_BOOST_URLLC,1
27.58,baseline,mMTC,27,99.25,-84.12,8.88,136,43.0,0,NONE,NONE_UNMANAGED,1
27.58,rdl_phase1,mMTC,31,62.59,-85.19,8.9,258,30.17,1,DIRECT_PRB,QOS_BOOST_URLLC,1
27.79,baseline,URLLC,25,73.9,-75.7,15.43,253,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
27.79,rdl_phase1,URLLC,15,67.75,-100.71,17.08,248,35.78,1,DIRECT_PRB,QOS_BOOST_URLLC,1
27.99,baseline,eMBB,22,77.71,-89.58,5.92,211,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
27.99,rdl_phase1,eMBB,27,31.82,-86.17,2.73,229,31.1,1,DIRECT_PRB,QOS_BOOST_URLLC,1
28.19,baseline,mMTC,15,55.28,-95.34,11.5,102,37.75,0,NONE,NONE_UNMANAGED,1
28.19,rdl_phase1,mMTC,30,89.83,-84.25,3.43,85,35.19,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
28.39,baseline,URLLC,32,46.0,-86.82,14.09,130,43.0,0,NONE,NONE_UNMANAGED,1
28.39,rdl_phase1,URLLC,29,92.97,-98.02,10.15,247,38.68,1,DIRECT_PRB,QOS_BOOST_URLLC,1
28.59,baseline,eMBB,23,68.81,-103.27,7.67,192,39.41,1,POWER_OVERLOAD,NONE_UNMANAGED,0
28.59,rdl_phase1,eMBB,24,81.69,-85.33,17.88,175,33.17,0,NONE,ALLOW_REGULAR,1
28.79,baseline,mMTC,26,64.84,-77.29,18.6,123,36.77,0,NONE,NONE_UNMANAGED,1
28.79,rdl_phase1,mMTC,27,91.66,-96.19,9.94,247,38.05,1,DIRECT_PRB,QOS_BOOST_URLLC,1
28.99,baseline,URLLC,24,23.37,-76.56,3.82,163,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
28.99,rdl_phase1,URLLC,30,37.12,-81.02,8.24,193,36.96,0,NONE,ALLOW_REGULAR,1
29.19,baseline,eMBB,19,28.74,-84.07,7.5,62,43.0,0,NONE,NONE_UNMANAGED,1
29.19,rdl_phase1,eMBB,31,38.05,-101.85,4.3,134,37.17,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
29.4,baseline,mMTC,18,74.5,-105.19,24.18,90,39.35,0,NONE,NONE_UNMANAGED,1
29.4,rdl_phase1,mMTC,30,58.2,-103.02,24.17,132,32.85,0,NONE,ALLOW_REGULAR,1
29.6,baseline,URLLC,16,92.63,-106.87,15.21,186,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
29.6,rdl_phase1,URLLC,16,93.06,-103.87,22.29,95,39.34,0,NONE,ALLOW_REGULAR,1
29.8,baseline,eMBB,16,99.77,-96.11,13.39,241,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
29.8,rdl_phase1,eMBB,24,90.14,-109.68,15.06,77,39.28,0,NONE,ALLOW_REGULAR,1
30.0,baseline,mMTC,25,42.76,-75.38,14.5,176,43.0,0,NONE,NONE_UNMANAGED,1
30.0,rdl_phase1,mMTC,19,88.08,-93.62,6.43,78,33.31,0,NONE,ALLOW_REGULAR,1
